A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z
22063,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22064,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22065,0,0,0,239,0,0,0,0,5137,1633,2403,0,56,6458,443,0,8137,6146,1732,1,113,0,7108,0,1919
22066,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22067,0,0,0,2,0,0,0,0,5138,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22068,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,8138,0,1,1,2,0,0,0,2
22069,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22070,0,0,0,3405,0,0,0,0,0,1,2,0,2,0,1,0,8139,0,1,1,2,0,0,0,2
22071,0,1741,0,4178,0,0,0,0,5139,13,26,0,2829,0,0,0,8140,0,1,83,4711,0,7109,0,2
22072,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22073,0,0,0,2379,0,0,0,189,2440,920,38,0,1562,3062,320,0,3913,0,1896,37,2410,0,3373,0,2121
22074,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22075,0,0,0,1163,0,0,0,0,5140,1,2,0,2,0,1,0,8141,0,1,1,1045,0,0,0,2
22076,0,0,0,4179,0,0,0,0,0,1,38,0,2,0,1,0,8142,0,1,1,3735,0,7110,0,2
22077,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22078,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22079,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22080,0,0,0,3400,0,0,0,0,0,1664,2404,0,295,0,1,0,8143,0,3436,1,143,0,0,0,4201
22081,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22082,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22083,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22084,0,0,0,1280,0,0,0,0,5141,639,935,0,1111,6459,1,0,8144,6147,899,8,4712,0,7111,0,942
22085,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22086,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22087,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,4202
22088,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,1179,3,0,1,1,2,0,0,0,2
22089,0,0,0,349,0,0,0,0,0,61,1627,0,243,6460,197,1180,7491,6148,244,125,89,0,7112,0,231
22090,0,0,0,2185,0,0,0,92,5142,48,1298,0,1423,6461,5,0,8145,6149,1602,76,4713,0,7113,0,4203
22091,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22092,0,0,0,75,1894,0,0,0,5143,279,52,0,2830,6462,55,0,8146,0,1180,1,4714,0,7114,0,4204
22093,0,0,0,224,0,0,0,0,0,533,35,0,54,6463,1,0,8147,6150,1265,1,4,0,7115,0,4205
22094,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22095,0,0,0,2,0,0,0,0,0,1,2,0,2,6464,1,0,3,0,1,1,2,0,0,0,2
22096,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22097,0,0,0,4180,0,0,0,0,5144,216,118,0,623,6465,62,1181,8148,0,3437,1,4715,0,7116,0,4206
22098,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,7117,0,2
22099,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,87,1,1,2,0,7118,0,2
22100,0,0,0,1580,0,0,0,0,5145,1,654,0,104,0,1,1182,8149,0,642,72,4716,0,0,0,983
22101,0,0,0,2,0,0,0,0,5146,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22102,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22103,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22104,0,0,0,2,0,0,0,0,0,1,2,0,2,0,143,0,3,6151,1,1,2,0,0,0,2
22105,0,0,0,517,1895,0,0,0,0,461,799,0,2831,2308,225,0,8150,6152,660,1463,1940,0,2627,0,484
22106,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22107,0,0,0,2,0,0,0,0,5147,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22107,166,1742,15,4181,1054,4,113,223,5148,1665,1556,1,2832,6466,1736,681,8151,3453,3438,871,4717,2,7119,1,4207
22108,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22109,0,0,0,2,0,0,0,0,0,0,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22110,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22111,0,0,0,1241,0,0,0,0,0,48,686,0,104,6467,634,0,8152,6153,214,72,4718,0,7120,0,968
22112,0,0,0,4182,1896,0,0,0,0,1666,2405,0,2833,6468,613,0,8153,6154,1,33,4719,0,7121,0,2
22113,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22114,307,1247,0,1051,0,0,0,0,5149,1667,1802,0,333,0,62,0,8154,0,2557,1044,4720,0,0,0,1382
22115,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,3140,1,2,0,0,0,2
22116,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22117,0,1743,0,4183,0,0,0,0,0,61,247,0,58,0,6,0,8155,0,3439,1,6,0,0,0,4208
22118,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22119,0,586,0,332,1897,0,0,0,0,1,15,0,27,6469,395,0,8156,6155,231,1,2164,0,7122,0,4209
22120,0,0,0,2,0,0,0,0,5150,1,2,0,2,0,1,0,8157,0,1,1,2,0,0,0,2
22121,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,8158,0,1,1,2,0,0,0,2
22122,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22123,308,0,0,774,1898,0,0,0,0,1,2406,0,495,0,99,0,8159,0,1303,1,1032,0,0,0,107
22124,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22124,166,1016,15,4184,1054,4,113,223,2883,1053,1530,1,1789,3651,1111,681,6846,3453,2196,871,2809,2,4008,1,2494
22125,0,0,0,1212,0,0,0,0,5151,11,0,0,48,6470,1737,0,8160,6156,1,58,3426,0,7123,0,2
22126,0,0,0,427,0,0,0,0,5152,77,27,0,2071,6471,27,0,8161,6157,304,1464,4721,0,7124,0,4210
22127,0,0,0,2,0,0,0,0,5153,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22128,0,0,0,4185,0,0,0,0,0,1,2,0,2,6472,1,0,8162,0,1,1,2,0,7125,0,2
22129,0,0,0,1085,0,0,0,0,5154,219,0,0,1,6473,1738,1183,1485,6158,2063,93,4722,0,7126,0,2
22130,0,0,0,2,0,0,0,0,5155,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22131,0,0,0,338,0,0,0,0,4556,52,194,0,2834,5735,193,0,7291,6159,3160,78,4723,0,6302,0,2
22132,0,0,0,912,0,0,0,0,5156,18,26,0,2835,6474,1,0,8163,6160,1,8,1391,0,7127,0,2
22133,0,0,0,4186,0,0,0,0,5157,1668,643,0,13,6475,260,0,8164,6161,3440,1,2724,0,7128,0,4211
22134,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,1184,3,0,1,1,2,0,0,0,2
22135,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22136,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22137,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22138,0,0,0,265,0,0,0,0,0,15,2407,0,2239,6476,138,0,8165,6162,3441,1,32,0,7129,0,2
22139,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,8166,0,1,1,2,0,0,0,2
22140,0,0,0,2,0,0,0,0,5158,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22141,0,0,0,2240,1899,0,0,0,5159,1669,7,0,1458,0,111,1185,8167,6163,1734,706,4724,0,7130,0,2
22142,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22143,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22144,0,0,0,4187,0,0,0,0,5160,1,2408,0,2836,0,1,0,8168,0,3442,8,2,0,0,0,2
22145,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22146,0,1744,0,2473,0,0,0,0,0,19,27,0,1386,6477,1,0,8169,6164,1,1,4725,0,7131,0,2
22147,0,0,0,699,0,0,0,0,5161,724,943,0,702,6478,1739,0,8170,6165,3443,999,4726,0,7132,0,2
22148,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,4727,0,0,0,2
22149,0,0,0,2,0,0,0,0,5162,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22150,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22151,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22152,0,0,0,2,0,1,0,0,5163,1,2,0,2,0,1,1186,3,0,1,1,2,0,0,0,2
22153,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22154,0,0,0,3317,0,0,198,0,5164,363,120,0,2202,6479,22,0,8171,87,2679,13,3912,0,7133,0,2
22155,0,0,0,2,0,0,0,0,5165,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22156,0,0,0,2,0,0,0,0,0,1,2,0,2,0,94,0,3,0,1,1,2,0,0,0,2
22157,0,0,0,4188,0,0,0,0,0,1,211,0,395,6480,52,0,8172,6166,3444,25,18,0,7134,0,4212
22158,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22159,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22160,0,0,0,4189,0,0,0,0,5166,19,16,0,2,0,156,0,8173,0,1,25,2,0,0,0,459
22161,0,0,0,429,0,0,0,0,5167,1,2,0,2,0,1,0,8174,0,1,1,816,0,0,0,2
22162,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22163,0,0,0,4190,0,0,0,0,0,19,2409,0,2,6481,1,0,8175,6167,1,1,2172,0,7135,0,2
22164,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22165,0,1143,0,2966,1161,0,0,0,3155,61,139,0,344,0,138,0,8176,3781,3445,99,209,0,7136,0,4213
22166,0,0,0,3053,1900,0,0,0,5168,1670,7,0,26,6482,230,0,8177,6168,2467,999,4728,0,7137,0,4214
22167,0,0,0,120,0,0,0,0,5169,52,81,0,2,6483,222,0,8178,6169,1,73,4729,0,7138,0,2
22168,0,0,0,99,1901,0,0,0,5170,1399,2410,0,63,6484,96,1187,8179,6170,73,81,218,0,7139,0,285
22169,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22170,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22171,0,0,0,358,0,0,0,0,5171,1,0,0,5,6485,1,0,8180,6171,1519,626,218,0,7140,0,4215
22172,0,0,0,2305,0,0,0,0,5172,1,38,0,801,284,108,0,8181,6172,1919,605,4730,0,7141,0,2549
22173,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22174,0,1745,0,4191,0,0,0,0,0,1,38,0,2837,0,1,0,8182,0,3446,83,1260,0,0,0,2
22175,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22176,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22177,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,18,0,0,0,2
22178,0,0,0,2,1902,0,0,0,0,1671,2,0,2,0,1,1188,3,6173,1,1,2,0,7142,0,2
22179,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22180,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,6174,1,1,2,0,0,0,2
22181,0,1746,0,3947,0,0,0,0,5173,1672,435,0,2838,0,332,1189,8183,6175,3447,93,6,0,7143,0,2
22182,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22183,0,0,0,4192,0,0,0,0,0,1,479,0,63,6486,1740,0,8184,6176,3448,1465,89,0,7144,0,4216
22184,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22185,0,0,0,2,0,0,0,0,0,1,2,0,972,0,1,0,3,0,1,1,4731,0,0,0,2
22186,309,1747,0,2557,1903,0,199,0,5174,1673,27,0,1575,0,586,0,8185,6177,3449,1,166,0,7145,0,4217
22187,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22188,0,0,0,3,1904,0,200,0,5175,591,1618,0,63,5931,1741,1190,8186,4687,2,1277,258,0,15,0,3
22189,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22190,0,0,0,4193,0,0,0,0,5176,11,81,0,2,0,107,0,8187,0,1,1,135,0,0,0,3912
22191,0,0,0,4194,0,0,0,380,0,19,724,0,2,6487,1,0,8188,6178,597,8,4,0,7146,0,2
22192,310,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22193,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22194,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22195,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22196,0,0,0,1135,0,0,0,0,5177,1529,0,0,48,6488,121,0,8189,6179,1,1466,4732,0,7147,0,2
22197,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22198,0,0,0,4195,0,0,0,0,5178,1,85,0,43,0,74,0,8190,0,3450,1,4733,0,0,0,2
22199,0,0,0,252,0,0,0,0,0,1,2,0,2,0,1,0,8191,0,1,1,2,0,0,0,2
22200,0,0,0,2,0,0,0,0,0,1,2,0,2,6489,1,0,3,0,1,1,2,0,0,0,2
22201,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22202,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,4734,0,0,0,2
22202,166,1016,15,4196,1054,4,113,223,5179,1674,2411,1,1821,6490,1742,681,8192,3453,3451,1467,4735,2,7148,1,2494
22203,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22204,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22205,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22206,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22207,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22208,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22209,0,0,0,2896,0,0,0,0,148,1,85,0,2839,0,55,0,8193,6180,1,23,4736,0,7149,0,2
22210,0,0,0,2,0,0,0,0,5180,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22211,0,0,0,2,0,0,0,0,0,1,2,0,2840,0,1,0,3,0,1,1468,2,0,0,0,2
22212,0,0,0,4197,0,0,0,0,0,1,2,0,2,0,1,0,8194,0,1,1,2,0,0,0,2
22213,0,1748,0,4198,0,0,0,0,0,112,231,0,79,0,1,0,8195,0,1,1,209,0,0,0,2
22214,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22215,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22216,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22217,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22218,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,1191,3,0,1,1,2,0,0,0,2
22219,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22220,0,0,0,801,0,0,0,0,5181,31,376,0,307,6491,1743,0,8196,6181,1797,1469,4737,0,7150,0,4218
22221,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22222,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22223,0,0,0,4199,0,0,0,0,5182,1,2412,0,56,6492,101,1192,8197,975,1,1,4738,0,7151,0,2
22224,0,0,0,628,1905,0,0,0,5183,29,148,0,438,6493,1744,0,8198,6182,3452,14,4739,0,7152,0,2
22225,0,0,0,2710,1906,0,0,0,163,1675,1844,0,2164,6494,1,0,8199,6183,2622,1,254,0,7153,0,4219
22226,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22227,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22228,0,0,0,4200,0,0,0,0,5184,29,2413,0,2841,6495,230,1193,8200,6184,960,1470,3771,0,7154,0,2
22229,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,3453,1,2,0,0,0,2
22230,0,0,0,4201,0,0,0,0,0,340,721,0,458,284,1,0,8201,6185,2855,16,4740,0,7155,0,2
22231,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22232,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22233,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22234,0,0,0,2,0,0,0,0,5185,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22235,0,0,0,828,0,0,0,0,5186,1,14,0,100,6496,1745,0,8202,6186,89,1,4741,0,7156,0,2
22236,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22237,0,0,0,2819,0,0,0,0,5187,1,0,0,71,6497,1,0,8203,6187,3454,1,1839,0,7157,0,4220
22238,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22239,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22240,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22241,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22242,0,0,0,2,0,0,0,0,0,1,2,0,2,6498,1,0,3,0,1,1,2,0,0,0,2
22243,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22244,0,0,0,2597,0,0,0,0,5188,95,7,0,71,6499,1746,0,8204,6188,1,34,4742,0,7158,0,2
22245,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22246,0,0,0,2,0,0,0,0,0,1,2,0,1861,0,1,0,3,0,1,1,2,0,0,0,2
22247,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22248,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22249,0,0,0,1042,0,0,0,0,5189,1676,563,0,352,6500,1747,0,8205,6189,779,308,4743,0,7159,0,797
22250,0,0,0,530,0,0,0,0,5190,19,2414,0,2842,6501,1,0,8206,6190,1,23,462,0,7160,0,367
22251,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22252,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22253,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,7161,0,2
22254,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22255,0,0,0,1364,0,0,0,0,5191,1677,169,0,859,6502,85,1194,8207,6191,3193,1471,4744,0,7162,0,4221
22256,0,0,0,2,0,0,0,0,0,1,2,0,2,6503,1,0,3,0,1,1,2,0,0,0,2
22257,0,0,0,4124,0,0,0,0,0,116,2415,0,2843,6504,28,0,8208,87,3455,1472,2393,0,7163,0,4222
22258,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22259,0,0,0,2,0,0,0,0,5192,1,2,0,2,0,1,0,3,0,1,1,2,0,7164,0,4223
22260,0,0,0,2,0,0,0,0,0,1,2,0,2844,0,1,0,3,0,1,1,2,0,0,0,4224
22261,0,0,0,2,0,0,0,0,0,1,2416,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22262,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,7165,0,2
22263,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,4745,0,0,0,2
22264,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1473,2,0,0,0,2
22265,0,0,0,833,0,0,0,381,0,86,94,0,2845,6505,5,0,8209,6192,468,13,27,0,7166,0,2
22266,0,0,0,4202,1907,0,0,382,5193,19,85,0,43,6506,29,0,8210,6193,663,144,1512,0,7167,0,4225
22267,0,0,0,2,0,0,0,0,0,1,2,0,2,6507,1,0,3,0,1,1,2,0,0,0,2
22268,0,0,0,4203,0,0,0,0,148,11,18,0,179,6508,93,0,8211,6194,962,15,27,0,7168,0,4226
22269,0,0,0,2,0,0,0,0,0,1,2,0,2,6509,1,0,3,6195,1,1,2,0,7169,0,2
22270,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22271,0,0,0,4204,0,0,0,0,0,913,2417,0,2846,6510,1,0,8212,0,1,15,13,0,0,0,4227
22272,0,0,0,2,0,0,0,0,0,1,2,0,2,0,395,0,3,0,1,1,2,0,0,0,2
22273,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22274,0,0,0,4205,0,0,0,0,5194,1,2418,0,1,6511,21,0,8213,6196,1498,56,57,0,7170,0,4228
22275,0,0,0,2083,0,0,0,0,0,1,2,0,2,6512,1,0,3,0,1,1,2,0,0,0,2
22276,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22277,0,0,0,4206,0,0,0,202,0,19,2419,0,2847,6513,1,0,8214,6197,77,16,4746,0,7171,0,4229
22278,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22279,0,0,0,4207,0,0,0,383,0,1,2,0,2,6514,1,0,3,0,1,1,2,0,7172,0,2
22280,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22281,0,0,0,249,0,0,0,0,5195,732,438,0,2848,6515,1,0,8215,6198,3456,69,4747,0,7173,0,4230
22282,0,0,0,3467,1908,0,0,0,0,1,15,0,275,0,1,0,8216,6199,1,1,139,0,7174,0,2
22283,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22284,0,0,0,1351,0,0,0,0,5196,1,211,0,2849,0,174,0,8217,6200,3457,1,2089,0,7175,0,4231
22285,0,1749,0,4208,1909,0,0,0,5197,16,2420,0,2,6516,1,0,8218,6201,3458,1,4748,0,7176,0,4232
22286,0,0,0,4209,0,0,0,384,0,13,2421,0,103,6517,4,1195,8219,0,1924,33,4749,0,7177,0,2
22287,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22288,0,0,0,2,0,0,0,0,0,1,139,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22289,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22290,0,0,0,2,0,0,0,0,0,1,2,0,2850,0,1,0,3,0,1,1,2,0,0,0,2
22291,0,0,0,2,0,0,0,0,0,1,2,0,2,6518,1,0,3,0,1,1,2,0,7178,0,2
22292,0,1750,0,1274,0,0,0,0,0,1,27,0,2851,6519,112,0,8220,6202,1,115,305,0,7179,0,1001
22293,0,1751,0,146,0,0,0,0,0,165,81,0,2396,6520,1,0,8221,6203,3459,1474,166,0,7180,0,4233
22294,0,1752,0,4210,0,0,0,0,0,263,15,0,2852,6521,1748,0,8222,0,3460,1,4750,0,7181,0,4234
22295,0,0,0,195,0,0,0,0,5198,1,115,0,542,0,1749,0,8223,0,1,1,143,0,0,0,2
22296,311,0,0,213,1910,0,0,0,0,1678,58,0,924,6522,1,0,8224,6204,1,1,4751,0,7182,0,2
22297,0,0,0,530,1911,0,0,0,5199,216,452,0,247,6523,1,0,8225,6205,374,15,4752,0,7183,0,367
22298,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22299,0,0,0,25,0,0,0,0,0,104,1522,0,5,6524,86,0,8226,0,2054,83,3618,0,7184,0,4235
22300,0,1753,0,4211,0,0,0,0,163,104,2422,0,2853,6525,1750,0,8227,0,3461,1,4753,0,7185,0,4236
22301,0,0,0,4212,1912,0,0,385,0,63,2423,0,2854,6526,1751,0,8228,0,172,23,4754,0,7186,0,590
22302,0,816,0,414,0,0,0,0,0,1,15,0,27,6527,19,0,8229,6206,1841,1,6,0,7187,0,4237
22303,0,0,0,4213,0,0,0,0,0,1,215,0,1042,0,96,0,8230,6207,1,169,4755,0,7188,0,4238
22304,0,0,0,3142,0,0,0,266,0,277,2424,0,2855,6528,80,0,1976,0,3462,1,922,0,7189,0,4239
22305,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
22306,0,0,0,168,0,0,0,0,5200,77,34,0,79,6529,101,0,8231,6208,1989,56,4756,0,7190,0,1248
